747 -20 12
748 -20 11
749 -20 10
750 -20 9
751 -20 8
752 -20 7
753 -20 6
754 -20 5
755 -20 4
756 -20 3
757 -20 2
758 -20 1
759 -20 0
760 -20 -1
761 -20 -2
762 -20 -3
763 -20 -4
764 -20 -5
765 -20 -6
766 -20 -7
767 -20 -8
768 -20 -9
769 -20 -10
770 -20 -11
771 -20 -12
772 -20 -13
773 -20 -14
774 -20 -15
775 -20 -16
776 -20 -17
777 -20 -18
778 -20 -19
779 -20 -20
780 -19 -20
781 -18 -20
782 -17 -20
783 -16 -20
784 -15 -20
785 -14 -20
786 -13 -20
787 -12 -20
788 -11 -20
789 -10 -20
790 -9 -20
791 -8 -20
792 -7 -20
793 -6 -20
794 -5 -20
795 -4 -20
796 -3 -20
797 -2 -20
798 -1 -20
799 0 -20
800 1 -20
801 2 -20
802 3 -20
803 4 -20
804 5 -20
805 6 -20
806 7 -20
807 8 -20
808 9 -20
809 10 -20
810 11 -20
811 12 -20
812 13 -20
813 14 -20
814 15 -20
815 16 -20
816 17 -20
817 18 -20
818 19 -20
819 20 -20
820 20 -19
821 20 -18
822 20 -17
823 20 -16
824 20 -15
825 20 -14
826 20 -13
827 20 -12
828 20 -11
829 20 -10
830 20 -9
831 20 -8
832 20 -7
833 20 -6
834 20 -5
835 20 -4
836 20 -3
837 20 -2
838 20 -1
839 20 0
840 20 1
841 20 2
842 20 3
843 20 4
844 20 5
845 20 6
846 20 7
847 20 8
848 20 9
849 20 10
850 20 11
851 20 12
852 20 13
853 20 14
854 20 15
855 20 16
856 20 17
857 20 18
858 20 19
859 20 20
860 20 21
861 19 21
862 18 21
863 17 21
864 16 21
865 15 21
866 14 21
867 13 21
868 12 21
869 11 21
870 10 21
871 9 21
872 8 21
873 7 21
874 6 21
875 5 21
876 4 21
877 3 21
878 2 21
879 1 21
880 0 21
881 -1 21
882 -2 21
883 -3 21
884 -4 21
885 -5 21
886 -6 21
887 -7 21
888 -8 21
889 -9 21
890 -10 21
891 -11 21
892 -12 21
893 -13 21
894 -14 21
895 -15 21
896 -16 21
897 -17 21
898 -18 21
899 -19 21
900 -20 21
901 -21 21
902 -22 21
903 -22 20
904 -22 19
905 -22 18
906 -22 17
907 -22 16
908 -22 15
909 -22 14
910 -22 13
911 -22 12
912 -22 11
913 -22 10
914 -22 9
915 -22 8
916 -22 7
917 -22 6
918 -22 5
919 -22 4
920 -22 3
921 -22 2
922 -22 1
923 -22 0
924 -22 -1
925 -22 -2
926 -22 -3
927 -22 -4
928 -22 -5
929 -22 -6
930 -22 -7
931 -22 -8
932 -22 -9
933 -22 -10
934 -22 -11
935 -22 -12
936 -22 -13
937 -22 -14
938 -22 -15
939 -22 -16
940 -22 -17
941 -22 -18
942 -22 -19
943 -22 -20
944 -22 -21
945 -22 -22
946 -21 -22
947 -20 -22
948 -19 -22
949 -18 -22
950 -17 -22
951 -16 -22
952 -15 -22
953 -14 -22
954 -13 -22
955 -12 -22
956 -11 -22
957 -10 -22
958 -9 -22
959 -8 -22
960 -7 -22
961 -6 -22
962 -5 -22
963 -4 -22
964 -3 -22
965 -2 -22
966 -1 -22
967 0 -22
968 1 -22
969 2 -22
970 3 -22
971 4 -22
972 5 -22
973 6 -22
974 7 -22
975 8 -22
976 9 -22
977 10 -22
978 11 -22
979 12 -22
980 13 -22
981 14 -22
982 15 -22
983 16 -22
984 17 -22
985 18 -22
986 19 -22
987 20 -22
988 21 -22
989 22 -22
990 22 -21
991 22 -20
992 22 -19
993 22 -18
994 22 -17
995 22 -16
996 22 -15
997 22 -14
998 22 -13
999 22 -12
1000 22 -11
